Tipo;Tiempo_CR;Tiempo_UTC;Lat;Lon;Profundidad_km;Magnitud_Mw;Acelaracion_cms2;Lugar_mayor_aceleracion
M;1/5/2016 17:50;1/5/2016 23:50;10,436;-83,261;31;3,6;2,44;Univ. EARTH, Guácimo
M;22/4/2016 13:14;22/4/2016 19:14;10,063;-83,123;27;3,9;8,95;Sede UCR, Limón
M;21/4/2016 23:08;22/4/2016 05:08;9,406;-83,783;32,5;3,4;1,68;INS, San Isidro de el General
M;15/4/2016 05:28;15/4/2016 11:28;8,323;-83,885;20;4,3;1,72;Hospital C. Neily
M;12/4/2016 07:11;12/4/2016 13:11;9,476;-84,611;16,9;4;7,22;Cruz Roja, Jaco
M;10/4/2016 03:35;10/4/2016 09:35;9,76;-83,976;6,9;2,9;1,41;Ebais Ciudad Colón
M;28/3/2016 23:36;29/3/2016 05:36;9,835;-83,023;7,6;3,5;2,07;Sede UCR, Limón
M;17/3/2016 13:56;17/3/2016 19:56;9,508;-84,635;18,1;4;7,88;Cruz Roja, Jacó
M;17/3/2016 10:41;17/3/2016 16:41;9,727;-84,347;9,5;3,1;1,27;Cruz Roja, Aserri
M;10/3/2016 11:11;10/3/2016 17:11;9,911;-83,95;7;2,8;1,45;Recope El Alto
M;2/3/2016 06:25;2/3/2016 12:25;9,902;-83,942;5,8;3,2;23;San Rafael, Oreanumo
M;1/3/2016 19:11;2/3/2016 01:11;9,816;-83,063;3,1;3,6;5,34;Sede UCR, Limón
M;1/3/2016 11:41;1/3/2016 17:41;9,474;-83,824;18,2;3,4;2,53;Frailes
A;20/2/2016 05:31;20/2/2016 11:31;8,451;-83,728;19,06;5;9,28;Colegio, Puerto Jiménez
M;15/2/2016 22:09;20/2/2016 11:31;9,889;-83,955;1,4;2,7;9,28;Colegio, Puerto Jiménez
M;13/2/2016 15:21;13/2/2016 21:21;8,648;-82,885;18,6;4,6;175,48;Hospital C. Nely
M;12/2/2016 22:20;13/2/2016 04:20;9,334;-84,437;24,5;3,5;4,66;Liceo de Cascajal
M;8/2/2016 13:40;8/2/2016 19:40;9,978;-83,694;12,2;3,7;9,95;Sede UCR, Turrialba
M;5/2/2016 02:24;5/2/2016 08:24;9,548;-84,264;27,6;3,7;1,93;Com. Nal. Emergencias, Pavas
M;3/2/2016 09:40;3/2/2016 15:40;10,183;-83,969;7,3;4;3,25;Bomberos Guápiles
M;2/2/2016 21:03;3/2/2016 03:03;9,559;-84,818;9,7;3,9;7,02;Cruz Roja, Jacó
M;1/2/2016 08:25;1/2/2016 14:25;10,518;-83,157;31,5;4,1;1,42;Municipalidad Sarapiqui
M;31/1/2016 06:20;31/1/2016 12:20;8,627;-82,886;19,3;4,3;10,95;Hospital C. Nely
A;31/1/2016 05:38;31/1/2016 11:38;8,632;-82,895;25,11;5,3;242,47;Hospital C. Nely
M;27/1/2016 02:26;27/1/2016 08:26;9,774;-83,855;4,1;3,4;6,25;Sede UCR, Paraiso
M;23/1/2016 21:38;24/1/2016 03:38;10,206;-84,188;7,4;3,2;2,65;Sede UCR, Frajanes
M;23/1/2016 19:20;24/1/2016 01:20;8,931;-84,046;15,6;4,1;1,09;Bomberos, Quepos
M;23/1/2016 14:19;23/1/2016 20:19;9,784;-83,803;4,3;3,5;11,54;Sede UCR, Paraiso
M;23/1/2016 02:09;23/1/2016 08:09;9,785;-83,801;7,5;3,6;16,08;Sede UCR, Paraíso
M;22/1/2016 20:08;23/1/2016 02:08;10,247;-83,754;3;3,8;18,81;Bomberos Guápiles
M;18/1/2016 01:08;18/1/2016 07:08;9,471;-83,804;29,3;3,6;2,05;Frailes
M;17/1/2016 22:54;18/1/2016 04:54;9,467;-83,788;30,2;3,4;2;Frailes
A;17/1/2016 18:46;18/1/2016 00:46;9,467;-83,793;31,28;4,3;15,41;RG Brunca, S Isidro
A;17/1/2016 05:00;17/1/2016 11:00;9,267;-84,066;39,5;4,1;8,87;Sede UCR, Turrialba
M;17/1/2016 03:45;17/1/2016 09:45;8,984;-84,181;11,6;4,3;3,1;Bomberos, Quepos
M;16/1/2016 17:08;16/1/2016 23:08;8,602;-83,265;5,8;4;13,03;Sede UCR, Golfito
M;16/1/2016 14:20;16/1/2016 20:20;9,005;-84,151;15,5;4,4;2,93;Bomberos, Quepos
A;16/1/2016 10:58;16/1/2016 16:58;8,976;-84,158;16,34;5;6,55;Bomberos, Quepos
M;15/1/2016 11:12;15/1/2016 17:12;8,956;-84,202;20,8;4,4;0,88;Escuela La Palma
M;15/1/2016 10:57;15/1/2016 16:57;8,977;-84,146;19,1;4,1;0,67;Rg Brunca, S Isidro
M;14/1/2016 10:40;14/1/2016 16:40;8,974;-84,177;15,2;5;2,48;Bomberos, Quepos
M;12/1/2016 02:15;12/1/2016 08:15;9,594;-84,109;11,2;3,9;4,44;Frailes
M;12/1/2016 00:28;12/1/2016 06:28;10,023;-85,444;28,6;3,5;4,07;Biblioteca de Nosara
M;9/1/2016 14:20;9/1/2016 20:20;9,726;-84,453;32,4;3,6;1,78;Biblioteca Atenas
M;5/1/2016 14:15;5/1/2016 20:15;10,205;-83,988;22,2;3,4;0,85;Cruz Roja, La Virgen
M;3/1/2016 01:06;3/1/2016 07:06;8,213;-82,706;29,6;4,6;4,25;Oficina Acueducto Laurel, Corredor
M;29/12/2015 16:05;29/12/2015 22:05;8,534;-83,307;0,7;3,7;2,96;Hospital C. Nely
M;25/12/2015 23:26;26/12/2015 05:26;10,434;-84,564;6,5;3,4;2,55;Hospital Cd. Quesada
M;21/12/2015 01:16;21/12/2015 07:16;10,557;-84,728;11,4;3,6;1,48;Sede UCR, San Ramón
M;20/12/2015 18:49;21/12/2015 00:49;9,596;-84,761;26;4,2;10,29;INCOP, Caldera
M;16/12/2015 15:01;16/12/2015 21:01;9,66;-84,061;21,2;3,4;7,04;Casa de Pan, Santa Maria de Dota
M;11/12/2015 14:56;11/12/2015 20:56;10;-84,079;10,8;3,7;13,21;Cruz Roja, Heredia
M;9/12/2015 20:41;10/12/2015 02:41;9,934;-85,592;10,8;3,3;10,46;Biblioteca de Nosara
M;9/12/2015 18:21;10/12/2015 00:21;9,932;-85,586;14,5;3,5;14,46;Biblioteca de Nosara
M;9/12/2015 18:03;10/12/2015 00:03;9,938;-85,613;14,6;4,7;134,97;Biblioteca de Nosara
M;9/12/2015 09:40;9/12/2015 15:40;7,593;-82,719;7,2;4,8;1,43;Colegio, Puerto Jiménez
M;4/12/2015 13:38;4/12/2015 19:38;9,893;-83,9;2,8;3,1;10,33;San Rafael, Oreamuno
M;3/12/2015 20:56;4/12/2015 02:56;9,011;-84,051;8,1;4,5;2,04;Escuela La Palma
M;3/12/2015 16:38;3/12/2015 22:38;9,776;-84,034;13,5;2,9;3,62;Frailes
M;2/12/2015 19:59;3/12/2015 01:59;10,218;-85,939;34,2;3,6;2,55;Biblioteca de Nosara
M;27/11/2015 05:36;27/11/2015 11:36;9,448;-84,119;42,5;3,6;2,15;Frailes
M;25/11/2015 10:50;25/11/2015 16:50;9,566;-84,275;14,8;3,6;9,02;Bomberos Parrita
M;24/11/2015 11:23;24/11/2015 17:23;10,142;-84,159;86,7;4,1;0,98;Carmona, Nandayure
M;24/11/2015 00:59;24/11/2015 06:59;10,41;-85,861;44;4,2;15,76;Sede UCR, Santa Cruz
M;23/11/2015 20:27;24/11/2015 02:27;8,799;-83,173;44,5;4;4,72;Sede UCR, Golfito
M;21/11/2015 17:58;21/11/2015 23:58;8,939;-83,833;18,9;4,6;7,69;Bomberos, Quepos
M;20/11/2015 12:58;20/11/2015 18:58;10,111;-84,387;77,1;4,1;3,62;Biblioteca, Atenas
A;11/11/2015 06:08;11/11/2015 12:08;9,549;-85,882;29,53;5,3;21,91;Biblioteca de Nosara
M;4/11/2015 18:01;5/11/2015 00:01;9,434;-84,208;31,9;3,9;3,31;Com. Nal. Emergencias, Pavas
M;2/11/2015 04:36;2/11/2015 10:36;8,189;-82,725;26,3;4,6;6,05;Oficina Acueducto Laurel, Corredor
M;2/11/2015 04:23;2/11/2015 10:23;8,199;-82,752;29,6;4,4;3,69;Oficina Acueducto Laurel, Corredor
M;31/10/2015 14:22;31/10/2015 20:22;8,144;-82,713;31,9;4,7;9,51;Oficina Acueducto Laurel, Corredor
M;31/10/2015 09:20;31/10/2015 15:20;10,171;-83,98;21,8;3,9;14,74;Recope El Alto
M;31/10/2015 09:17;31/10/2015 15:17;10,151;-83,996;25,7;3,3;1,91;San Rafael, Oreamuno
A;31/10/2015 09:10;31/10/2015 15:10;10,17;-83,986;17,67;4,6;32,98;San Rafael, Oreamuno
M;30/10/2015 14:40;30/10/2015 20:40;9,629;-84,078;63,2;3,6;0,93;Sede UCR, Paraíso
M;27/10/2015 04:33;27/10/2015 10:33;10,63;-84,918;14,8;3,4;5;Lic. Exp. Bil. Nvo. Arenal
M;26/10/2015 05:46;26/10/2015 11:46;10,048;-85,171;33,5;3,9;3,74;Carmona, Nandayure
M;22/10/2015 23:14;23/10/2015 05:14;9,646;-82,899;15;4,2;1,35;Valle La Estrella
M;21/10/2015 07:37;21/10/2015 13:37;9,538;-84,022;48,9;3,4;1,66;Escuela Guatuso, Patarrá
M;17/10/2015 02:09;17/10/2015 08:09;8,128;-83,154;33,5;4;4,63;Colegio, Puerto Jiménez
M;12/10/2015 05:38;12/10/2015 11:38;10,284;-85,316;35,6;3,7;5,75;Carmona, Nandayure
M;9/10/2015 15:36;9/10/2015 21:36;9,288;-84,136;24,4;3,9;7,9;Bomberos, Quepos
M;8/10/2015 12:20;21/10/2015 13:37;9,761;-84,031;4,6;2,8;1,66;Escuela Guatuso, Patarrá
M;8/10/2015 05:24;8/10/2015 11:24;8,504;-83,039;7,5;3,8;16,62;Hospital C. Nely
M;6/10/2015 00:50;6/10/2015 06:50;9,922;-83,87;3,6;3,3;8,13;Recope El Alto
M;4/10/2015 12:55;4/10/2015 18:55;9,927;-83,862;4,7;3,3;11,79;San Rafael, Oreamuno
M;2/10/2015 04:41;2/10/2015 10:41;9,805;-84,383;7;3,7;1,64;Cruz Roja, Orotina
A;1/10/2015 11:51;1/10/2015 17:51;9,478;-84,06;47,16;4,6;34,28;Hosp Chacón Paut, Tres Ríos
M;30/9/2015 22:10;1/10/2015 04:10;9,268;-83,855;56,2;3,8;2,3;Frailes
M;29/9/2015 22:43;30/9/2015 04:43;9,406;-84,842;6;4,2;2,99;Cruz Roja, Paquera
M;29/9/2015 08:56;29/9/2015 14:56;10,286;-85,449;47,4;3,6;1,14;Sede UCR, Santa Cruz
M;27/9/2015 22:18;28/9/2015 04:18;9,924;-83,52;17,8;3,1;3,21;Sede UCR, Turrialba
A;26/9/2015 08:45;26/9/2015 14:45;9,912;-83,499;17,24;4,3;35,52;Sede UCR, Turrialba
M;22/9/2015 09:05;22/9/2015 15:06;9,259;-85,737;30,6;4,7;4,82;Colegio, Cóbano
M;18/9/2015 21:05;19/9/2015 03:05;8,257;-82,798;24,5;4,5;5,29;Hospital C. Nely
M;16/9/2015 03:51;16/9/2015 09:51;8,307;-82,871;28,5;3,9;5,21;Hospítal C. Neily
M;15/9/2015 13:56;15/9/2015 19:56;9,875;-84,094;74,9;3,7;1,89;Cruz Roja, Aserrí
M;14/9/2015 05:16;14/9/2015 11:16;8,134;-83,292;19,1;4,6;4,51;Sede UCR, Golfito
M;11/9/2015 06:36;11/9/2015 12:36;9,509;-84,135;33,9;3,4;2,29;Cruz Roja, Acosta
M;8/9/2015 11:37;8/9/2015 17:37;9,405;-83,71;24,1;3,6;2,05;Rg Brunca, S Isidro
M;8/9/2015 00:33;8/9/2015 06:33;10,31;-85,77;30,2;3,5;2,35;Liceo de Santa Cruz
M;4/9/2015 20:37;5/9/2015 02:37;9,913;-84,186;8,5;3,2;6,68;Com. Nal. Emergencias, Pavas
M;4/9/2015 12:10;4/9/2015 18:10;10,079;-84,12;57,6;3,8;1,66;Bomberos, Alajuela
M;3/9/2015 07:36;3/9/2015 13:36;10,271;-84,017;26,3;3,2;1,34;Sede UCR, Fraijanes
M;31/8/2015 14:20;31/8/2015 20:20;8,614;-83,07;30,8;3,8;3,89;Hospital C. Neily
M;29/8/2015 14:09;29/8/2015 20:09;9,936;-84,32;73;3,3;0,82;Bomberos, Puriscal
M;29/8/2015 09:31;29/8/2015 15:31;8,27;-83,287;20,6;4,6;7,06;Colegio, Puerto Jiménez
M;26/8/2015 23:35;27/8/2015 05:35;9,86;-84,36;14,2;3,3;3,26;Cruz Roja, Orotina
M;25/8/2015 04:03;25/8/2015 10:03;9,55;-84,12;42;4,1;7,69;Sede UCR, San Pedro
M;23/8/2015 01:07;23/8/2015 07:07;9,235;-84,054;25,1;3,1;0,31;Frailes
M;22/8/2015 04:21;22/8/2015 10:21;8,676;-82,936;13,8;3,7;5,79;Hospital C. Neily
M;14/8/2015 17:34;14/8/2015 23:34;9,717;-84,799;14,9;3,5;2,08;Cruz Roja, Paquera
M;9/8/2015 18:33;10/8/2015 00:33;9,513;-84,083;60,8;3,9;3,18;Sede UCR, San Pedro
M;7/8/2015 17:32;7/8/2015 23:32;10,122;-85,268;27,5;3,8;4,79;Sede UCR, Santa Cruz
M;3/8/2015 04:16;3/8/2015 10:16;9,705;-83,858;9,4;2,8;1,53;Ciudad de los Niños, Agua Caliente
A;1/8/2015 06:47;1/8/2015 12:47;9,502;-83,743;23,38;4,1;12,64;Colegio de Orosi
M;29/7/2015 08:50;29/7/2015 14:50;9,579;-84,21;24,7;3,4;6,89;Liceo de Cascajal
M;26/7/2015 17:40;26/7/2015 23:40;9,303;-83,868;54,6;3,8;6,5;Frailes
M;25/7/2015 05:32;25/7/2015 11:32;9,953;-85,474;24,6;3,1;2,54;Biblioteca de Nosara
M;24/7/2015 22:29;25/7/2015 04:29;9,971;-83,891;3;3,6;13,66;San Rafael, Oreamuno
M;23/7/2015 03:05;23/7/2015 09:05;10,136;-84,011;19;3,7;2,59;Cruz Roja, Aserrí
M;19/7/2015 14:19;19/7/2015 20:19;10,003;-83,878;7,4;3,5;3,66;Recope El Alto
M;18/7/2015 11:11;18/7/2015 17:11;9,976;-83,878;3,9;3,4;5,34;Recope El Alto
M;18/7/2015 06:12;18/7/2015 12:12;9,986;-83,862;11,2;3,7;3,98;Recope El Alto
M;18/7/2015 05:10;18/7/2015 11:10;9,986;-83,868;8,4;3,5;2,13;Hosp. Calderón Guardia
M;18/7/2015 04:44;18/7/2015 12:12;9,962;-83,882;4,8;3,8;3,98;Recope El Alto
M;18/7/2015 00:27;18/7/2015 06:27;10,113;-84,03;16,9;3,7;2,24;Cruz Roja, Aserri
M;18/7/2015 00:17;18/7/2015 06:17;9,922;-83,908;5,7;4,1;6,77;Recope El Alto
M;17/7/2015 23:47;18/7/2015 05:47;9,958;-83,872;3,3;4,2;4,57;Recope El Alto
M;13/7/2015 16:03;13/7/2015 22:03;10,16;-83,963;11;4;2,39;San Miguel, Sto. Domingo
M;11/7/2015 13:17;11/7/2015 19:17;8,478;-83,127;3,6;4,1;6,58;Hospital C. Neily
M;11/7/2015 08:37;11/7/2015 14:37;9,452;-84,018;27,1;3,4;0,59;Frailes
M;11/7/2015 01:54;11/7/2015 07:54;8,463;-83,109;5,4;3,7;3,69;Oficina Acueducto Laurel, Corredor
M;10/7/2015 10:25;10/7/2015 16:25;8,463;-83,107;9,9;3,8;4,7;Oficina Acueducto Laurel, Corredor
M;10/7/2015 05:46;10/7/2015 11:46;8,396;-83,147;8,9;5;54,76;Oficina Acueducto Laurel, Corredor
M;9/7/2015 08:47;9/7/2015 14:47;9,543;-84,219;41,1;3,9;2,78;Clinica de Hatillo
M;4/7/2015 23:40;5/7/2015 05:40;10,06;-84,218;78,3;4,1;1,26;Sede UCR, Fraijanes
M;4/7/2015 10:34;4/7/2015 16:34;9,954;-85,641;15,2;3,6;50,42;Biblioteca de Nosara
M;30/6/2015 14:02;30/6/2015 20:02;9,976;-85,624;11,1;4,2;82,84;Biblioteca de Nosara
M;28/6/2015 23:15;29/6/2015 05:15;9,752;-84,822;24,6;3,8;2,84;Cruz Roja, Paquera
M;27/6/2015 19:08;28/6/2015 01:08;9,688;-83,717;4,3;3,2;3,64;Hosp. Calderón Guardia
M;25/6/2015 09:19;25/6/2015 15:19;9,518;-84,137;43,1;3,5;2,88;Hosp. Chacón Paut, Tres Ríos
A;25/6/2015 00:43;25/6/2015 06:43;9,564;-84,165;21,72;3,9;4,2;Ciudad de los Niños, Agua Caliente
M;24/6/2015 23:33;25/6/2015 05:33;9,596;-84,839;22,4;4;11,66;Cruz Roja, Paquera
M;24/6/2015 23:27;25/6/2015 05:27;9,593;-84,839;23,1;3,6;4,07;Cruz Roja, Paquera
M;24/6/2015 22:42;25/6/2015 04:42;10,088;-82,891;21,8;3,4;2,04;Hospital Limón
M;24/6/2015 20:53;25/6/2015 02:53;8,202;-82,764;19,3;5,3;5,31;Oficina Acueducto Laurel, Corredor
M;22/6/2015 19:25;23/6/2015 01:25;9,764;-84,036;1,6;3;22,42;Frailes
M;22/6/2015 14:19;22/6/2015 20:19;9,73;-84,059;1,7;3;8,67;Frailes
M;22/6/2015 12:47;22/6/2015 18:47;9,765;-84,038;1,6;3,5;37,25;Frailes
A;21/6/2015 01:27;21/6/2015 07:27;10,096;-83,092;25,64;4,9;108,52;Recope, Moín
M;20/6/2015 09:23;20/6/2015 15:23;9,881;-83,92;4,4;2,8;4,79;Recope El Alto
M;18/6/2015 04:56;18/6/2015 10:56;9,492;-84,678;14,9;4;3,58;Cruz Roja, Jacó
M;16/6/2015 23:41;17/6/2015 05:41;9,515;-84,846;23,7;3,5;1,61;Cruz Roja, Jacó
M;12/6/2015 13:40;12/6/2015 19:40;9,958;-85,495;27;4;14,07;Carmona, Nandayure
A;11/6/2015 12:44;11/6/2015 18:44;10,067;-83,486;22,37;4,3;31,93;INS, Siquirres
M;31/5/2015 22:53;1/6/2015 04:53;10,106;-85,637;15,5;3,1;1,98;Biblioteca de Nosara
M;31/5/2015 13:12;31/5/2015 19:12;9,81;-84,016;3;2,7;3,27;Escuela de Tobosi, Cartago
M;31/5/2015 07:02;31/5/2015 13:02;10,501;-85,47;66,9;3,5;1,07;Liceo de Santa Cruz
M;30/5/2015 18:20;31/5/2015 00:20;8,951;-84,001;16,1;4,1;0,93;Escuela La Palma
M;30/5/2015 07:41;30/5/2015 13:41;9,701;-82,587;38,5;4,2;4,28;Muncipalidad, Buenos Aires
M;27/5/2015 14:00;27/5/2015 20:00;8,797;-83,149;34,4;4;6,68;Sede UCR, Golfito
M;25/5/2015 20:50;26/5/2015 02:50;9,931;-83,899;7,5;4,5;51,44;Recope El Alto
M;25/5/2015 20:19;26/5/2015 02:19;9,997;-83,881;6,5;3,7;4,38;Recope El Alto
A;25/5/2015 17:49;25/5/2015 23:49;9,333;-84,434;21,55;4,5;9,31;Bomberos, Parrita
M;22/5/2015 12:03;22/5/2015 18:03;9,487;-84,084;25,6;3,2;1,23;Sede UCR, Paraiso
M;22/5/2015 02:50;22/5/2015 08:50;9,63;-85,021;26,7;3,8;9,72;Colegio, Cóbano
M;20/5/2015 07:52;20/5/2015 13:52;10,119;-84,281;92,1;3,9;1,43;Cruz Roja, Aserri
M;20/5/2015 05:15;20/5/2015 11:15;8,473;-82,843;16,2;3,3;2,42;Oficina de Acueducto Laurel, Corre
M;17/5/2015 09:12;17/5/2015 15:12;9,984;-83,848;11,3;3,1;1,92;Recope El Alto
M;16/5/2015 10:11;16/5/2015 16:11;9,576;-84,001;18,6;3,2;3,11;Cruz Roja, Aserri
M;14/5/2015 08:08;14/5/2015 14:08;11,001;-86,55;21;5,3;1,8;Sede UCR, Santa Cruz
M;12/5/2015 23:39;13/5/2015 05:39;9,838;-84,044;3;2,9;5,96;Escuela Guatuso, Patarra
M;7/5/2015 01:30;7/5/2015 07:30;8,211;-82,867;36,2;3,9;2,08;Oficina de Acueducto Laurel, Corre
M;6/5/2015 09:30;6/5/2015 15:30;8,249;-82,79;34,9;4,2;4,06;Hospital C. Neily
M;5/5/2015 21:57;6/5/2015 03:57;9,872;-85,625;25;3,7;8,01;Biblioteca de Nosara
M;30/4/2015 02:50;30/4/2015 08:50;9,659;-84,216;23,3;3,3;1,61;Frailes
A;28/4/2015 01:33;28/4/2015 07:33;10,185;-84,716;70,36;4,8;13,99;Recope Barranca
A;25/4/2015 14:37;25/4/2015 20:37;8,01;-83,475;13,82;5,1;12,88;Escuela La Palma
A;18/4/2015 17:33;18/4/2015 23:33;9,591;-84,046;52,59;4,7;22,81;Sede UCR, Paraiso
M;9/4/2015 22:16;10/4/2015 04:16;9,797;-84,004;0,3;2,9;11,1;Escuela de Tobosi, Cartago
M;4/4/2015 22:24;5/4/2015 04:24;9,518;-83,745;21,1;3,5;1,91;RG Brunca, S Isidro
M;3/4/2015 16:04;3/4/2015 22:04;9,509;-83,754;23,3;3,7;2,75;Ciudad de los Niños
M;3/4/2015 14:33;3/4/2015 20:33;9,517;-83,747;17;3,5;2,03;Ciudad de los Niños, Agua Caliente
M;3/4/2015 13:43;3/4/2015 19:43;9,521;-83,753;21,8;3,5;1,35;Colegio de Orosi
A;3/4/2015 12:42;3/4/2015 18:43;9,502;-83,766;19,98;4,8;36,65;Escuela Tobosi
A;3/4/2015 12:32;3/4/2015 18:32;9,511;-83,766;19,06;4,7;49,94;Rg Brunca, S Isidro
A;31/3/2015 11:05;31/3/2015 17:05;10,233;-84,594;83,12;4,5;13,01;Cruz Roja, Paquera
M;31/3/2015 04:29;31/3/2015 10:29;10,193;-84,156;5,4;3,7;18,21;Sede UCR, Frajanes
M;31/3/2015 03:35;31/3/2015 09:35;10,184;-84,179;4,9;3,2;7,78;Sede UCR, Frajanes
M;31/3/2015 03:17;31/3/2015 09:17;10,183;-84,139;4,5;3,1;3,6;Sede UCR, Frajanes
A;31/3/2015 03:09;31/3/2015 09:09;10,177;-84,163;8,67;4,7;173,6;Sede UCR, Frajanes
M;31/3/2015 02:51;31/3/2015 08:51;10,18;-84,142;5,5;3,2;6,45;Sede UCR, Frajanes
M;23/3/2015 07:02;23/3/2015 13:02;9,894;-84,619;46,8;4,2;5,41;Cruz Roja, Jacó
M;22/3/2015 02:41;22/3/2015 08:41;9,793;-83,872;3,8;2,8;5,81;Colegio de Orosí
M;14/3/2015 23:37;15/3/2015 05:37;10,07;-84,254;85,2;4,2;4,44;Cruz Roja, Acosta
M;8/3/2015 14:51;8/3/2015 20:51;9,678;-84,201;7,1;3,7;8,59;Cruz Roja, Acosta
M;3/3/2015 03:33;3/3/2015 09:33;9,905;-84,069;1,8;2,3;1,01;Escuela Guatuso, Patarrá
M;1/3/2015 11:45;1/3/2015 17:45;8,459;-82,964;30,5;4;5,74;Hospital C. Nely
M;27/2/2015 05:48;27/2/2015 11:48;9,25;-84,473;24,6;3,7;1,46;Bomberos, Quepos
M;25/2/2015 20:00;26/2/2015 02:00;9,509;-84,169;39,1;3,6;1,26;Cruz Roja, Acosta
M;24/2/2015 06:26;24/2/2015 12:26;9,531;-84,001;42,7;3,4;3,63;Liceo de Cascajal
M;22/2/2015 14:47;22/2/2015 20:47;10,331;-84,485;17,3;3,1;1,58;Sede UCR, San Ramón
M;21/2/2015 14:56;21/2/2015 20:56;9,914;-84,057;3;3;10,14;Sede UCR, San Pedro
M;21/2/2015 14:46;21/2/2015 20:46;9,406;-84,546;17,9;4,6;8,64;Cruz Roja, Jacó
M;20/2/2015 10:09;20/2/2015 16:09;9,365;-84,547;20,5;4;5,11;Cruz Roja, Jacó
A;18/2/2015 10:59;18/2/2015 16:59;8,884;-82,928;26,22;4,7;13,4;Bomberos San Vito
A;18/2/2015 07:12;18/2/2015 13:12;10,153;-85,324;44,2;4,8;35,69;Santa Cruz, UCR
M;16/2/2015 21:56;17/2/2015 03:56;9,559;-83,945;31,1;3,1;1,45;Frailes
M;11/2/2015 09:25;11/2/2015 15:25;10,003;-83,87;5,7;3,3;2,31;Recope El Alto
M;9/2/2015 09:14;9/2/2015 15:14;9,663;-83,973;0,4;3,1;2,56;Colegio de Orosí
M;8/2/2015 04:49;8/2/2015 10:49;8,25;-82,979;37,4;3,8;1,74;Oficina Acueducto Laurel, Corredor
M;6/2/2015 11:32;6/2/2015 17:32;9,803;-83,856;4,2;2,9;3,49;Sede UCR, Paraíso
M;4/2/2015 02:10;4/2/2015 08:10;9,677;-84,176;17,3;3,6;10,92;Cruz Roja, Acosta
M;31/1/2015 12:55;31/1/2015 18:55;7,4813;-82,8466;36;5;2,42;Oficina Acueducto Laurel, Corredor
M;24/1/2015 20:23;25/1/2015 02:23;10,085;-84,323;60,4;3,9;1,57;Ebais, Ciudad Colón
M;22/1/2015 04:35;22/1/2015 10:35;9,839;-84,343;35,6;3,7;3,57;Biblioteca Atenas
M;18/1/2015 12:09;18/1/2015 18:09;9,505;-85,22;7,7;4;5,18;Colegio, Cóbano
M;13/1/2015 22:10;14/1/2015 04:10;8,965;-84,013;11,4;4,1;1,1;Bomberos, Quepos
M;12/1/2015 06:42;12/1/2015 12:42;9,466;-84,551;23,6;3,8;6,53;Cruz Roja, Jaco
M;12/1/2015 02:07;12/1/2015 08:07;8,224;-82,949;16,3;4,1;3,32;Oficina Acueducto Laurel, Corredor
M;11/1/2015 23:35;12/1/2015 05:35;8,351;-83,016;14,4;4,3;8,85;Oficina Acueducto Laurel, Corredor
M;11/1/2015 22:02;12/1/2015 04:02;8,361;-83,01;13,3;4,3;10,28;Oficina Acueducto Laurel, Corredor
M;11/1/2015 10:34;11/1/2015 16:34;8,388;-83,023;9,6;4,4;11,1;Oficina Acueducto Laurel, Corredor
M;10/1/2015 00:56;10/1/2015 06:56;8,949;-84,008;17,5;4,9;3,67;Colegio, Puerto Jimenez
M;10/1/2015 00:33;10/1/2015 06:33;8,956;-83,999;15;4,2;1,64;Bomberos, Quepos
M;7/1/2015 15:40;7/1/2015 21:40;8,291;-83,109;26,6;4;3,62;Hosp. Ciudad Neilly
M;4/1/2015 19:33;5/1/2015 01:33;9,94;-83,073;12,4;3;1,54;Puerto Moín, Limón
M;3/1/2015 12:39;3/1/2015 18:39;9,444;-83,899;20,9;3,7;2,39;Cruz Roja, Aserrí
M;26/12/2014 17:52;26/12/2014 23:52;6,503;-82,345;10;5,5;3,14;Hosp. Ciudad Neilly
M;22/12/2014 11:04;22/12/2014 17:04;9,908;-85,704;9,4;4,1;3,32;INS, Nicoya
M;21/12/2014 11:13;21/12/2014 17:13;9,534;-83,853;16,2;3,9;2,35;Sede UCR, Fraijanes
M;20/12/2014 16:07;20/12/2014 22:07;9,862;-84,237;8;2,9;3,84;Ebais, Ciudad Colón
M;15/12/2014 23:25;16/12/2014 05:25;8,971;-82,623;27,5;4;3,3;Bomberos San Vito
M;11/12/2014 09:04;11/12/2014 15:04;9,886;-84,092;8,6;2,8;4,22;Cruz Roja, Aserrí
M;11/12/2014 07:39;11/12/2014 13:39;9,896;-84,095;8,1;3,2;4,54;Cruz Roja, Aserrí
M;11/12/2014 07:15;11/12/2014 13:15;9,893;-84,088;10,3;3,1;8,66;Cruz Roja, Aserrí
M;10/12/2014 01:05;10/12/2014 07:05;9,549;-84,873;21;4;19,55;Cruz Roja, Jaco
M;9/12/2014 02:35;9/12/2014 08:35;9,525;-83,947;54;3,6;0,77;Colegio de Orosi
M;8/12/2014 12:44;8/12/2014 18:44;7,589;-82,7012;10;5,3;6,84;Colegio, Puerto Jimenez
A;8/12/2014 02:54;8/12/2014 08:54;7,384;-82,639;0,45;6,1;40,5;Colegio, Puerto Jimenez
A;6/12/2014 11:21;6/12/2014 17:21;8,173;-82,813;23,26;5,8;24,67;Colegio, Puerto Jimenez
M;3/12/2014 13:45;3/12/2014 19:45;9,64;-83,838;36,7;3,1;2,74;Holcim, Cartago
