Tipo;Tiempo_CR;Tiempo_UTC;Lat;Lon;Profundidad_km;Magnitud_Mw;Acelaracion_cms2;Lugar_mayor_aceleracion
M;1/1/2013 23:35;2/1/2013 05:35;9,243;-83,162;8,3;4;7,4;Municipalidad, Buenos Aires
M;1/1/2013 10:12;1/1/2012 16:16;9,696;-83,849;15,7;2,9;6;Holcim, Cartago
M;31/12/2012 22:39;1/1/2012 04:39;8,586;-83,197;14,4;3;3,88;Sede UCR, Golfito
M;31/12/2012 00:00;31/12/2012 06:00;9,584;-83,947;57,7;3,4;1,49;INS, San Isidro de El General
M;30/12/2012 21:44;31/12/2012 03:44;9,774;-84;7;2,7;3,07;Frailes
M;28/12/2012 21:32;29/12/2012 03:32;9,771;-85,66;20,2;3,8;3,12;Biblioteca, Nosara
M;28/12/2012 18:20;29/12/2012 00:20;8,149;-82,78;10,9;4,3;2,38;Oficina del Acueducto, Laurel
M;27/12/2012 15:37;27/12/2012 21:37;9,406;-84,235;40,9;3,1;1,04;Frailes
M;26/12/2012 23:31;27/12/2012 05:31;9,972;-85,619;8,6;4;49,74;Biblioteca, Nosara
M;24/12/2012 22:42;25/12/2012 04:42;10,075;-85,661;15,4;3;3,61;Biblioteca, Nosara
M;24/12/2012 10:49;24/12/2012 16:49;9,952;-85,646;10,4;4,7;54,61;Biblioteca, Nosara
M;19/12/2012 22:00;20/12/2012 04:00;9,998;-85,258;36,4;3,4;3,05;Cruz Roja, Paquera
M;16/12/2012 04:23;16/12/2012 10:23;10,33;-86,345;37,1;4,7;1,07;Sede UCR, Santa Cruz
M;14/12/2012 16:46;14/12/2012 22:46;8,974;-83,952;22,5;4;1,45;Bomberos, Quepos
M;14/12/2012 04:36;14/12/2012 10:36;9,006;-84,086;17,9;4,3;3,43;Bomberos, Quepos
M;14/12/2012 04:03;14/12/2012 10:03;10,531;-83,149;41,6;3,7;1,06;Sede UCR, Limón
A;13/12/2012 11:20;13/12/2012 17:20;8,923;-84,055;6,66;5,1;16,6;Fraijanes
A;13/12/2012 11:16;13/12/2012 17:16;8,899;-84,109;3,78;5,2;10;Hospital C. Neily
M;12/12/2012 17:59;12/12/2012 23:59;9,654;-84,192;20,7;3,5;2,64;Municipalidad, Acosta
A;12/12/2012 00:54;12/12/2012 06:54;10,076;-84,428;69,85;4,6;59,4;Sede UCR, San Ramón
M;9/12/2012 08:13;9/12/2012 14:13;8,797;-82,954;28,4;3,6;1,92;Hospital C. Neily
M;9/12/2012 08:09;9/12/2012 14:09;8,805;-82,963;26,4;3,9;2,65;Hospital C. Neily
M;9/12/2012 00:03;9/12/2012 06:03;10,049;-83,97;11,6;3,8;3,8;San Miguel, Santo Domingo
M;8/12/2012 22:57;9/12/2012 04:57;10,03;-83,981;11,1;3,2;2,11;Hosp. Chacón Paut, Tres Ríos
M;5/12/2012 13:56;5/12/2012 19:56;10,062;-83,93;14,1;3,3;1,45;Sede UCR, San Pedro
M;2/12/2012 07:19;2/12/2012 13:19;9,04;-84,04;15,4;3,9;0,66;Sede UCR, Golfito
M;28/11/2012 03:42;28/11/2012 09:42;8,836;-83,281;25,7;3,5;3,25;Sede UCR, Golfito
M;26/11/2012 20:42;27/11/2012 02:42;9,645;-84,868;23,1;3,7;14,5;Cruz Roja, Paquera
M;26/11/2012 09:00;26/11/2012 15:00;10,107;-86,016;19,1;4,1;5,53;Biblioteca, Nosara
M;25/11/2012 09:45;25/11/2012 15:45;9,925;-85,808;13,9;3,8;24,17;Biblioteca, Nosara
M;23/11/2012 03:13;23/11/2012 09:13;8,537;-82,966;28,2;3,8;6,99;Hospital C. Neily
M;22/11/2012 17:03;22/11/2012 23:03;9,161;-84,129;31,2;3,4;1,16;Bomberos, Quepos
M;22/11/2012 07:54;22/11/2012 13:54;9,929;-85,675;19;3,3;22,18;Biblioteca, Nosara
M;22/11/2012 07:53;22/11/2012 13:53;9,935;-85,694;19,7;4,1;56,79;Biblioteca, Nosara
M;22/11/2012 07:52;22/11/2012 13:52;9,954;-85,663;16,8;3,9;29,33;Biblioteca, Nosara
M;22/11/2012 07:38;22/11/2012 13:38;9,959;-85,651;15,2;3,5;36,57;Biblioteca, Nosara
M;22/11/2012 07:36;22/11/2012 13:36;9,965;-85,662;15,8;3,9;38,46;Biblioteca, Nosara
M;21/11/2012 17:35;21/11/2012 23:35;9,495;-84,178;32,8;3,4;2,17;Ciudad de los Niños, Agua Caliente
M;20/11/2012 18:03;21/11/2012 00:03;9,827;-83,952;10,4;2,3;2,2;Ciudad de los Niños, Agua Caliente
M;20/11/2012 00:34;20/11/2012 06:34;10,15;-85,563;21,1;3,1;1,92;Biblioteca, Nosara
M;18/11/2012 22:40;19/11/2012 04:40;9,827;-83,906;4,7;3,8;48,56;Inst. Tecnológico
M;17/11/2012 17:45;17/11/2012 23:45;9,801;-83,907;3,8;2,8;9,46;Holcim, Cartago
M;17/11/2012 14:17;17/11/2012 20:17;9,803;-83,904;3,7;3,2;20,3;Sede UCR, Paraiso
M;17/11/2012 07:32;17/11/2012 13:32;8,895;-82,904;19,6;3,9;3,24;Hospital C. Neily
M;16/11/2012 22:35;17/11/2012 04:35;10,825;-84,988;197,3;4,3;3,14;Biblioteca, Nosara
M;16/11/2012 19:40;17/11/2012 01:40;9,895;-84,33;11,9;3;3,91;Ebais Ciudad Colón
M;16/11/2012 07:03;16/11/2012 13:03;9,877;-84,35;8,5;2,8;1,51;Cruz Roja, Orotina
M;16/11/2012 02:44;16/11/2012 08:44;9,399;-84,606;19,6;4;3,54;Cruz Roja, Jacó
M;15/11/2012 12:39;15/11/2012 18:39;9,907;-85,398;18,6;3,5;2,19;Biblioteca, Nosara
M;13/11/2012 11:15;13/11/2012 17:15;10,287;-84,609;3,7;4;2,67;Sede UCR, San Ramón
M;13/11/2012 02:28;13/11/2012 08:28;10,084;-85,668;20,6;4,1;13,62;Sede UCR, Santa Cruz
M;12/11/2012 18:11;13/11/2012 00:11;10,177;-85,739;16,7;4,2;16;Sede UCR, Santa Cruz
M;12/11/2012 15:30;12/11/2012 21:30;9,783;-83,998;3,5;3,3;12,46;San Rafael, Oreamuno
M;12/11/2012 02:45;12/11/2012 08:45;9,744;-84,262;49,45;4,4;24,7;INS, Alajuela
M;10/11/2012 19:18;11/11/2012 01:18;10,188;-84,105;2,7;3,2;7,66;Sede UCR, Fraijanes
M;9/11/2012 17:04;9/11/2012 23:07;10,018;-84,114;4,2;2,9;1,54;San Miguel, Santo Domingo
M;8/11/2012 16:14;8/11/2012 22:14;10,546;-85,652;57,9;3,4;1,31;Sede UCR, Santa Cruz
M;7/11/2012 20:48;8/11/2012 02:48;9,72;-85,188;11,4;3,3;5,15;Colegío, Cóbano
M;5/11/2012 23:58;6/11/2012 05:58;10,643;-83,895;11,4;3,2;0,79;Municipalidad, Sarapiqui
M;5/11/2012 08:07;5/11/2012 14:07;10,32;-85,18;2,6;3,4;23,83;Ingenio Taboga, Cañas
M;3/11/2012 15:08;3/11/2012 21:08;9,81;-83,903;3,6;3,2;27,7;Ciudad de los Niños, Agua Caliente
M;2/11/2012 07:50;2/11/2012 13:50;9,943;-85,527;8,1;3,2;1,37;Biblioteca, Nosara
M;31/10/2012 22:54;1/11/2012 04:54;9,914;-84,14;9,9;2,8;5,18;Sede UCR, San Pedro
M;31/10/2012 18:40;1/11/2012 00:40;9,915;-84,144;10;3;10,45;Sede UCR, San Pedro
M;31/10/2012 18:39;1/11/2012 00:39;9,916;-84,144;9,8;3,2;26,34;Ebais Ciudad Colón
M;31/10/2012 18:07;1/11/2012 00:07;9,904;-84,138;8,2;2,6;2,92;Sede UCR, San Pedro
M;31/10/2012 18:07;1/11/2012 00:07;9,915;-84,139;10,5;2,6;2,92;Sede UCR, San Pedro
M;31/10/2012 01:37;31/10/2012 07:37;9,796;-83,906;3,1;2,4;4,72;Ciudad de los Niños, Agua Caliente
M;30/10/2012 22:42;31/10/2012 04:42;9,806;-83,904;3,2;2,4;6,02;Ciudad de los Niños, Agua Caliente
M;30/10/2012 21:00;31/10/2012 03:00;9,797;-83,904;3;3,3;66,12;Holcim, Cartago
M;30/10/2012 20:56;31/10/2012 02:56;9,846;-85,506;6,5;3,5;6,14;Biblioteca, Nosara
M;29/10/2012 23:10;30/10/2012 05:10;9,87;-85,507;15,6;3,7;14,81;Biblioteca, Nosara
M;28/10/2012 04:58;28/10/2012 10:58;9,3;-83,729;37,4;3,3;1,47;Holcim, Cartago
M;26/10/2012 20:36;27/10/2012 02:36;9,959;-85,569;15,1;4;12,92;Biblioteca, Nosara
M;26/10/2012 04:06;26/10/2012 10:06;9,785;-83,899;3,4;2,9;7,26;Sede UCR, Paraiso
M;25/10/2012 06:46;25/10/2012 12:46;10,282;-84,576;20,9;4;2,26;Biblioteca, Ciudad Quesada
M;24/10/2012 12:43;24/10/2012 18:43;9,813;-83,9;4,9;2,8;2,9;Sede UCR, Paraiso
M;24/10/2012 10:36;24/10/2012 16:36;9,813;-85,461;15,5;3,2;3,27;Biblioteca, Nosara
M;23/10/2012 19:55;24/10/2012 01:55;9,74;-85,809;23,5;4,4;8,9;Biblioteca, Nosara
M;23/10/2012 19:43;24/10/2012 01:43;9,912;-85,488;12,4;3,6;4,14;Biblioteca, Nosara
A;23/10/2012 18:45;24/10/2012 00:45;9,798;-85,536;8,32;6,3;391,58;Biblioteca, Nosara
M;23/10/2012 18:31;24/10/2012 00:31;9,7;-85,619;16,3;3,7;1,51;Biblioteca, Nosara
M;22/10/2012 16:14;22/10/2012 22:14;9,815;-83,905;3,6;2,2;2,91;Holcim, Cartago
M;21/10/2012 15:46;21/10/2012 21:46;9,855;-85,596;12,2;3,4;2,77;Biblioteca, Nosara
M;21/10/2012 07:34;21/10/2012 13:34;9,974;-85,646;13,6;3,5;14,6;Biblioteca, Nosara
M;21/10/2012 07:31;21/10/2012 13:31;9,967;-85,67;15,6;4,6;110,03;Biblioteca, Nosara
M;19/10/2012 11:45;19/10/2012 17:45;8,4;-82,784;29,5;3,8;2,87;Oficina del Acueducto, Laurel
M;19/10/2012 04:14;19/10/2012 10:14;8,624;-83,207;12,2;3,2;4,05;Sede UCR, Golfito
M;18/10/2012 19:51;19/10/2012 01:51;9,546;-83,788;31,3;3,2;6,39;Holcim, Cartago
M;18/10/2012 06:10;18/10/2012 12:10;9,468;-84,638;17,6;3,1;1,75;Cruz Roja, Jacó
M;16/10/2012 16:36;16/10/2012 22:36;9,891;-83,902;4,6;2,8;6,35;Recope, El Alto
M;16/10/2012 16:26;16/10/2012 22:26;9,893;-83,903;5,2;2,8;5,36;San Rafael, Oreamuno
M;15/10/2012 20:37;16/10/2012 02:37;8,927;-82,989;23,5;3,1;0,5;Hospital C. Neily
M;15/10/2012 14:35;15/10/2012 20:35;9,877;-85,598;9,9;3,8;3,38;Biblioteca, Nosara
M;15/10/2012 14:29;15/10/2012 20:29;8,847;-82,889;27,7;4;6,33;Bomberos San Vito
M;13/10/2012 22:08;14/10/2012 04:08;8,896;-82,959;17,4;3,6;3,17;Bomberos San Vito
M;13/10/2012 20:56;14/10/2012 02:56;9,515;-84,88;21,2;3,4;1,01;Cruz Roja, Jacó
M;13/10/2012 15:10;13/10/2012 21:10;9,913;-85,665;21,1;2,9;4,14;Biblioteca, Nosara
M;13/10/2012 03:27;13/10/2012 09:27;9,723;-86,053;32,2;3,7;0,77;Biblioteca, Nosara
A;12/10/2012 13:24;12/10/2012 19:24;9,41;-84,365;38,48;5;72,31;Sede UCR, Fraijanes
M;10/10/2012 10:43;10/10/2012 16:43;10,076;-85,686;15,4;3,2;4,97;Biblioteca, Nosara
M;10/10/2012 07:34;10/10/2012 13:34;9,976;-85,641;13;3,4;20,26;Biblioteca, Nosara
M;10/10/2012 06:42;10/10/2012 12:42;9,861;-85,604;11,2;4,1;11,42;Biblioteca, Nosara
A;10/10/2012 06:19;10/10/2012 12:19;9,957;-85,639;16,05;5,2;306,3;Biblioteca, Nosara
M;7/10/2012 02:57;7/10/2012 08:57;9,766;-85,238;17,4;3,7;4,91;Colegío, Cóbano
M;7/10/2012 01:00;7/10/2012 07:00;9,677;-85,102;17,2;4,4;117,95;Colegío, Cóbano
M;6/10/2012 00:38;6/10/2012 06:38;9,662;-83,919;9,3;2,8;3,94;Casa de Pan, Santa María de Dota
M;5/10/2012 23:36;6/10/2012 05:36;10,481;-84,797;110,5;3,7;1,25;Sede UCR, Puntarenas
M;5/10/2012 12:32;5/10/2012 18:32;10,312;-85,281;51,8;3,8;1,99;Sede UCR, Santa Cruz
M;4/10/2012 21:33;5/10/2012 03:33;9,747;-84,028;3,7;2,6;4,76;Frailes
M;4/10/2012 04:34;4/10/2012 10:34;10,091;-84,674;50,4;3,3;0,58;Cruz Roja, Paquera
M;2/10/2012 16:42;2/10/2012 22:42;9,984;-85,576;16,4;3,9;20,12;Biblioteca, Nosara
M;2/10/2012 06:52;2/10/2012 12:52;10,71;-83,732;21,1;3,7;3,07;Cruz Roja, Cariari
M;1/10/2012 23:29;2/10/2012 05:29;10,226;-83,981;32,6;3,1;0,91;ICIDER, La Sabana
M;1/10/2012 15:01;1/10/2012 21:01;9,991;-85,62;8,9;3,5;7,6;Biblioteca de Nosara
M;1/10/2012 14:58;1/10/2012 20:58;9,961;-85,644;14,9;3,8;32,62;Biblioteca de Nosara
M;1/10/2012 13:27;1/10/2012 19:27;9,822;-85,527;15,8;3,4;4,19;Biblioteca, Nosara
M;1/10/2012 10:43;1/10/2012 16:43;10,007;-85,576;10;3,1;1,41;Biblioteca, Nosara
M;30/9/2012 21:20;1/10/2012 03:20;9,976;-85,629;15;3,8;42,81;Biblioteca, Nosara
M;30/9/2012 20:08;1/10/2012 02:08;10,723;-83,731;16;3,8;0,98;Cruz Roja, Cariari
M;30/9/2012 20:07;1/10/2012 02:07;10,736;-83,704;15,5;3,7;1,72;Recope, Moín
M;30/9/2012 20:05;1/10/2012 02:05;10,734;-83,721;17,1;3,8;1,72;Recope, Moín
M;30/9/2012 13:14;30/9/2012 19:14;10,739;-83,691;13,1;3,4;0,86;Cruz Roja, Cariari
M;30/9/2012 13:10;30/9/2012 19:10;10,689;-83,743;10;3,3;0,9;Cruz Roja, Cariari
M;30/9/2012 12:48;30/9/2012 18:48;10,184;-84,166;6,6;2,9;3,23;Sede UCR, Fraijanes
M;30/9/2012 10:06;30/9/2012 16:06;10,761;-83,713;15,9;3,7;2,55;Recope Moín
M;30/9/2012 05:56;30/9/2012 11:56;10,096;-83,819;11,5;3,1;0,88;Sede UCR, Guapiles
M;30/9/2012 03:08;30/9/2012 09:08;9,59;-84,893;22,7;3,3;5,52;Cruz Roja, Paquera
M;29/9/2012 20:32;30/9/2012 02:32;8,675;-83,276;28,4;3;0,54;Sede UCR, Golfito
M;29/9/2012 20:29;30/9/2012 02:29;9,679;-83,949;10,9;2,6;1,19;Frailes
M;29/9/2012 19:34;30/9/2012 01:34;9,772;-84,001;2;2,5;1,8;Frailes
M;29/9/2012 18:40;30/9/2012 00:40;10,714;-83,734;16,3;3,4;1,34;Cruz Roja, Cariari
M;29/9/2012 10:53;29/9/2012 16:53;10,722;-83,757;15;3,6;2,32;Cruz Roja, Cariari
M;28/9/2012 18:32;29/9/2012 00:32;10,687;-83,742;15,4;3,4;0,69;Cruz Roja, Cariari
M;28/9/2012 13:12;28/9/2012 19:12;10,754;-83,731;10,1;3,5;0,85;Cruz Roja, Cariari
M;28/9/2012 11:41;28/9/2012 17:41;9,873;-85,508;15,6;3,9;33,72;Biblioteca, Nosara
M;28/9/2012 06:59;28/9/2012 12:59;9,319;-83,953;40,7;3,5;1,9;Municipalidad, Acosta
M;28/9/2012 03:03;28/9/2012 09:03;9,948;-85,623;15;3,8;57,04;Biblioteca de Nosara
M;28/9/2012 01:48;28/9/2012 07:48;8,285;-82,876;15,4;4,2;7,85;Oficina del Acueducto, Laurel
M;27/9/2012 07:41;27/9/2012 13:41;10,172;-83,285;19,2;3,5;2,04;Cruz Roja, Batán
M;26/9/2012 05:38;26/9/2012 11:38;9,815;-85,52;5,7;3,9;7,63;Biblioteca, Nosara
M;26/9/2012 05:37;26/9/2012 11:37;9,786;-85,544;12;4,3;7,63;Biblioteca de Nosara
M;26/9/2012 03:30;26/9/2012 09:30;9,961;-83,818;3;3,3;0,95;San Rafael, Oreamuno
M;26/9/2012 01:53;26/9/2012 07:53;10,008;-85,129;15,2;3,1;0,6;Cruz Roja, Paquera
M;26/9/2012 01:19;26/9/2012 07:19;9,911;-85,541;13;3,2;2,65;Biblioteca, Nosara
M;26/9/2012 00:15;26/9/2012 06:15;10,726;-83,728;16,2;3,3;0,41;Cruz Roja, Cariari
M;26/9/2012 00:07;26/9/2012 06:07;9,986;-84,419;10;2,9;0,49;Biblioteca, Palmares
M;25/9/2012 18:20;26/9/2012 00:20;10,722;-83,759;15,4;3,7;1,57;Cruz Roja, Cariari
M;25/9/2012 06:25;25/9/2012 12:25;9,859;-83,937;2,9;2,5;2,1;Recope, El Alto
M;24/9/2012 22:06;25/9/2012 04:06;9,864;-83,923;2,3;2,3;2,81;Recope, El Alto
M;24/9/2012 17:26;24/9/2012 23:26;9,544;-85,381;19,8;3,9;2,03;Colegío, Cóbano
M;23/9/2012 15:35;23/9/2012 21:35;10,057;-86,123;28;4,4;0,83;Biblioteca, Nosara
M;23/9/2012 09:50;23/9/2012 15:50;10,693;-83,752;19,6;3,6;1,46;Recope El Alto
M;23/9/2012 08:58;23/9/2012 14:58;9,85;-85,627;15,9;4,7;19,54;Biblioteca de Nosara
M;22/9/2012 22:35;23/9/2012 04:35;9,906;-85,398;18,9;3,5;1,69;Biblioteca, Nosara
M;22/9/2012 22:26;23/9/2012 04:26;9,791;-83,973;2;2,7;1,72;Ciudad de los Niños, Agua Caliente
M;22/9/2012 21:43;23/9/2012 03:43;9,817;-85,582;13;4,5;22,07;Biblioteca de Nosara
M;22/9/2012 19:07;23/9/2012 01:07;10,747;-83,707;10;3,5;1,11;Cruz Roja, Cariari
M;22/9/2012 10:27;22/9/2012 16:27;9,586;-83,823;27,4;3,1;4,11;Holcim, Cartago
M;22/9/2012 03:57;22/9/2012 09:57;11,221;-85,912;94;4,6;2,66;Cruz Roja, La Cruz
M;21/9/2012 23:34;22/9/2012 05:34;10,067;-84,656;8,9;3,5;3,6;Biblioteca, Palmares
M;21/9/2012 16:28;21/9/2012 22:28;10,102;-85,683;17,4;4;8,11;Biblioteca de Nosara
M;21/9/2012 00:37;21/9/2012 06:37;10,093;-85,678;17,6;4,3;14,98;Biblioteca, Nosara
M;20/9/2012 09:15;20/9/2012 15:15;10,327;-84,425;15,5;3,8;9,41;Biblioteca, Nosara
M;19/9/2012 11:42;19/9/2012 17:42;9,828;-85,165;18;3,9;5,99;Colegio, Cóbano
M;18/9/2012 11:28;18/9/2012 17:28;9,477;-83,031;11,8;3,8;4,32;Colegio, Cóbano
M;17/9/2012 18:55;18/9/2012 00:55;9,877;-85,61;12;3,5;4,08;Biblioteca, Nosara
M;17/9/2012 01:13;17/9/2012 07:13;9,946;-83,832;7,3;3,6;6,33;San Rafael, Oreamuno
A;15/9/2012 23:51;16/9/2012 05:51;10,024;-85,624;18,35;5,1;110,28;Sede UCR, Santa Cruz
M;15/9/2012 15:22;15/9/2012 21:22;9,802;-83,952;5;3,5;28,02;Ciudad de los Niños, Agua Caliente
M;15/9/2012 12:11;15/9/2012 18:11;9,738;-83,913;6;2,6;4,35;Holcim, Cartago
M;15/9/2012 07:23;15/9/2012 13:23;9,764;-84,013;6,8;2,9;3,62;Frailes
M;15/9/2012 06:52;15/9/2012 12:52;9,804;-83,954;5,5;3,4;10,46;Ciudad de los Niños, Agua Caliente
M;15/9/2012 06:42;15/9/2012 12:42;9,785;-83,963;8,1;3,1;9,81;Ciudad de los Niños, Agua Caliente
M;14/9/2012 18:03;15/9/2012 00:03;9,806;-83,959;3;3,5;24,22;Ciudad de los Niños, Agua Caliente
M;14/9/2012 17:13;14/9/2012 23:13;9,882;-85,613;13,8;4,5;57,58;Biblioteca, Nosara
M;14/9/2012 15:44;14/9/2012 21:44;9,96;-85,653;15,2;4,1;28,59;Biblioteca, Nosara
M;14/9/2012 14:28;14/9/2012 20:28;9,69;-85,113;14,9;4;46,55;Colegio, Cóbano
M;14/9/2012 08:58;14/9/2012 14:58;9,741;-85,245;14,3;4,5;9,59;Colegio, Cóbano
M;14/9/2012 00:19;14/9/2012 06:19;10,121;-85,942;13,5;4,2;2,62;Biblioteca, Nosara
M;13/9/2012 06:25;13/9/2012 12:25;9,888;-85,363;17,2;3,2;1,07;Colegio, Cóbano
M;12/9/2012 23:23;13/9/2012 05:23;10,07;-85,938;15,8;4;3,72;Biblioteca, Nosara
M;12/9/2012 19:43;13/9/2012 01:43;9,688;-85,137;5,7;3,7;16,67;Colegio, Cóbano
M;12/9/2012 15:33;12/9/2012 21:33;9,95;-85,644;15,6;3,8;52,14;Biblioteca, Nosara
M;12/9/2012 12:43;12/9/2012 18:43;9,883;-85,593;8,8;4,6;12,6;Biblioteca, Nosara
M;12/9/2012 00:53;12/9/2012 06:53;9,364;-83,871;9,6;3,3;4,64;Rg Brunca, S Isidro
M;12/9/2012 00:29;12/9/2012 06:29;9,37;-85,318;13,9;5,2;17,07;Colegio, Cóbano
M;11/9/2012 20:18;12/9/2012 02:18;9,95;-85,636;13,7;4,4;4,58;Sede UCR, Santa Cruz
M;11/9/2012 20:13;12/9/2012 02:13;9,944;-85,644;16,2;4,8;6,07;INS, Nicoya
M;11/9/2012 19:55;12/9/2012 01:55;9,398;-84,205;35,5;3;0,86;Ciudad de los niños, Agua Caliente
M;11/9/2012 19:40;12/9/2012 01:40;9,934;-83,799;8;2,6;0,9;Cruz Roja, Heredia
M;11/9/2012 15:32;11/9/2012 21:32;10,335;-85,874;17,5;3,7;4,67;Sede UCR, Santa Cruz
M;11/9/2012 11:37;11/9/2012 17:37;10,026;-84,23;0,1;3;5,14;Sede UCR, Fraijanes
M;11/9/2012 02:22;11/9/2012 08:22;9,885;-85,355;16,2;3,3;1,17;Biblioteca, Nosara
M;10/9/2012 22:46;11/9/2012 04:46;9,859;-85,402;10;3,2;0,84;Biblioteca, Nosara
M;10/9/2012 20:14;11/9/2012 02:14;10,293;-85,883;15,7;4,2;14,25;Sede UCR, Santa Cruz
M;10/9/2012 09:43;10/9/2012 15:43;9,914;-85,449;20,8;3,5;2,77;Biblioteca, Nosara
M;9/9/2012 18:19;10/9/2012 00:19;9,75;-85,244;14,5;3,3;3,02;Colegio de Cobano
M;9/9/2012 17:47;9/9/2012 23:47;10,095;-85,668;6,1;3,4;5,78;Biblioteca, Nosara
M;9/9/2012 17:34;9/9/2012 23:34;10,272;-84,838;17,4;3,9;5,29;Sede UCR, Puntarenas
M;9/9/2012 13:37;9/9/2012 19:37;10,024;-86,129;31,2;4,1;1,35;Sede UCR, Puntarenas
M;9/9/2012 12:02;9/9/2012 18:02;10,542;-86,103;21,4;3,9;1,27;Sede UCR, Santa Cruz
M;9/9/2012 12:02;9/9/2012 18:02;10,532;-86,152;15,8;3,8;1,27;Sede UCR, Santa Cruz
M;9/9/2012 11:52;9/9/2012 17:52;9,966;-85,64;14;3,5;22,92;Biblioteca, Nosara
M;9/9/2012 09:56;9/9/2012 15:56;9,86;-84,009;4,5;2,3;2,5;Escuela Guatuso, Patarra
M;9/9/2012 06:57;9/9/2012 12:57;9,971;-85,653;13,8;3,2;22,33;Biblioteca de Nosara
M;8/9/2012 19:45;9/9/2012 01:45;9,294;-85,499;14,5;3,6;1,7;Colegio, Cóbano
M;8/9/2012 19:19;9/9/2012 01:19;9,581;-83,806;26,8;2,8;1,68;Holcim, Cartago
M;8/9/2012 18:42;9/9/2012 00:42;9,704;-85,227;20,3;3,4;2,69;Colegio, Cóbano
M;8/9/2012 16:30;8/9/2012 22:30;9,487;-85,234;10,8;3,5;3,48;Colegio, Cóbano
A;8/9/2012 14:29;8/9/2012 20:29;9,862;-85,516;16,82;5,6;25,51;Sede UCR, Santa Cruz
M;8/9/2012 09:57;8/9/2012 15:57;9,923;-84,959;13,2;3,8;37,72;Sede UCR, Puntarenas
M;8/9/2012 06:01;8/9/2012 12:01;9,848;-85,61;15,8;4,5;9,69;Biblioteca de Nosara
M;8/9/2012 05:47;8/9/2012 11:47;9,997;-85,585;16,2;3,6;7,76;Biblioteca, Nosara
M;8/9/2012 05:14;8/9/2012 11:14;9,928;-84,961;6;3,3;1,32;Colegio, Cóbano
M;8/9/2012 05:00;8/9/2012 11:00;9,923;-84,949;14,6;4,1;22,38;Sede UCR, Puntarenas
M;8/9/2012 03:50;8/9/2012 09:50;10,159;-85,832;22,6;4,6;11,91;Sede UCR, Santa Cruz
M;8/9/2012 03:40;8/9/2012 09:40;9,972;-83,826;5;3,1;2;Ciudad de los niños, Agua Caliente
M;8/9/2012 01:16;8/9/2012 07:16;9,844;-83,914;1,6;2;2,31;Ciudad de los Niños, Agua Caliente
M;7/9/2012 20:30;8/9/2012 02:30;9,816;-84,382;8,1;2,8;0,66;Cruz Roja, Orotina
M;7/9/2012 13:53;7/9/2012 19:53;9,955;-85,658;14,6;4,1;40,35;Biblioteca, Nosara
M;7/9/2012 02:20;7/9/2012 08:20;9,679;-85,243;14;3,9;8,95;Colegio, Cóbano
M;7/9/2012 02:00;7/9/2012 08:00;9,902;-83,895;4,5;2,3;1,95;Recope, El Alto
M;7/9/2012 01:29;7/9/2012 07:29;10,068;-85,658;16,7;3,2;2,71;Biblioteca, Nosara
M;7/9/2012 00:47;7/9/2012 06:47;9,727;-85,202;15,3;3,3;4,67;Colegio, Cóbano
M;6/9/2012 23:46;7/9/2012 05:46;9,493;-85,402;22,3;4,3;2,59;Colegio, Cóbano
M;6/9/2012 20:08;7/9/2012 02:08;9,926;-83,645;20,1;3;2,27;Sede UCR, Turrialba
M;6/9/2012 19:21;7/9/2012 01:21;9,89;-85,486;15,8;4,6;40,76;Biblioteca, Nosara
M;6/9/2012 16:32;6/9/2012 22:32;9,959;-83,83;3,6;3,5;4,74;Ciudad de los Niños, Agua Caliente
M;6/9/2012 15:51;6/9/2012 21:51;9,733;-85,68;15,3;3,7;11,27;Biblioteca, Nosara
M;6/9/2012 14:38;6/9/2012 20:38;10,217;-84,223;3;3,5;7,6;Sede UCR, Fraijanes
M;6/9/2012 13:59;6/9/2012 19:59;9,986;-85,567;14,7;3,8;13,19;Biblioteca, Nosara
M;6/9/2012 11:41;6/9/2012 17:41;9,9;-85,519;15,4;3,4;2,84;Biblioteca, Nosara
M;6/9/2012 07:46;6/9/2012 13:46;9,841;-85,575;15,7;3,8;2,57;INS, Nicoya
M;6/9/2012 03:07;6/9/2012 09:07;9,793;-85,543;15,3;5,2;18,83;Sede UCR, Santa Cruz
M;5/9/2012 22:40;6/9/2012 04:40;9,821;-85,648;13,3;4,5;1,69;Sede UCR, Santa Cruz
M;5/9/2012 22:10;6/9/2012 04:10;9,27;-84,86;17,2;4,1;0,95;Sede UCR, San Ramón
M;5/9/2012 21:29;6/9/2012 03:29;9,86;-85,625;12,5;4,1;3,21;Biblioteca de Nosara
M;5/9/2012 21:29;6/9/2012 03:29;9,757;-85,69;12,3;4,3;0,52;Sede UCR, Santa Cruz
M;5/9/2012 20:07;6/9/2012 02:07;9,948;-83,808;4,7;3,4;4,56;Recope, El Alto
M;5/9/2012 19:09;6/9/2012 01:09;9,878;-85,691;11,9;4,4;2,27;Sede UCR, Santa Cruz
M;5/9/2012 19:07;6/9/2012 01:07;9,95;-85,724;12,2;3,7;9,75;Biblioteca, Nosara
M;5/9/2012 16:46;5/9/2012 22:46;9,76;-85,789;19,5;3,9;7,17;Biblioteca de Nosara
M;5/9/2012 16:11;5/9/2012 22:11;9,9;-85,726;12,6;4,7;17,14;Sede UCR, Santa Cruz
